Gene Family	SRS1007613	tiny-test-data-mt
COG1448: aminotransferase	45.182	0
COG1448: aminotransferase|g__Chromobacterium.s__Chromobacterium_violaceum	19.009	0
COG1448: aminotransferase|g__Roseobacter.s__Roseobacter_denitrificans	26.173	0
COG1451: metaL-dependent hydrolase	248.499	0
COG1451: metaL-dependent hydrolase|g__Escherichia.s__Escherichia_coli	235.792	0
COG1451: metaL-dependent hydrolase|g__Roseobacter.s__Roseobacter_denitrificans	12.707	0
COG1454: alcohol dehydrogenase	172.278	0
COG1454: alcohol dehydrogenase|g__Escherichia.s__Escherichia_coli	48.55	0
COG1454: alcohol dehydrogenase|g__Polaromonas.s__Polaromonas_naphthalenivorans	80.106	0
COG1454: alcohol dehydrogenase|g__Roseobacter.s__Roseobacter_denitrificans	43.622	0
COG1463: Mammalian cell entry related domain protein	90.087	0
COG1463: Mammalian cell entry related domain protein|g__Escherichia.s__Escherichia_coli	69.779	0
COG1463: Mammalian cell entry related domain protein|g__Polaromonas.s__Polaromonas_naphthalenivorans	20.308	0
COG1464: (Lipo)protein	18.341	0
COG1464: (Lipo)protein|g__Escherichia.s__Escherichia_coli	18.341	0
COG1469: Converts GTP to 7,8-dihydroneo[...]n triphosphate (By similarity)	19.324	0
COG1469: Converts GTP to 7,8-dihydroneo[...]n triphosphate (By similarity)|g__Roseobacter.s__Roseobacter_denitrificans	19.324	0
COG1473: amidohydrolase	28.648	0
COG1473: amidohydrolase|g__Chromobacterium.s__Chromobacterium_violaceum	28.648	0
COG1475: parb-like partition protein	39.715	0
COG1475: parb-like partition protein|g__Corynebacterium.s__Corynebacterium_glutamicum	10.9	0
COG1475: parb-like partition protein|g__Staphylococcus.s__Staphylococcus_epidermidis	28.815	0
COG1479: conserved protein	23.455	0
COG1479: conserved protein|g__Corynebacterium.s__Corynebacterium_glutamicum	23.455	0
COG1481: May be required for sporulation (By similarity)	32.201	0
COG1481: May be required for sporulation (By similarity)|g__Corynebacterium.s__Corynebacterium_glutamicum	32.201	0
COG1482: mannose-6-phosphate isomerase	15.893	0
COG1482: mannose-6-phosphate isomerase|unclassified	15.893	0
COG1485: AFG1 family ATPase	23.243	0
COG1485: AFG1 family ATPase|g__Escherichia.s__Escherichia_coli	23.243	0
COG1487: Toxic component of a toxin-antitoxin (TA) module. A	53.463	0
COG1487: Toxic component of a toxin-antitoxin (TA) module. A|g__Polaromonas.s__Polaromonas_naphthalenivorans	53.463	0
COG1488: Nicotinate phosphoribosyltransferase	41.678	0
COG1488: Nicotinate phosphoribosyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	24.64	0
COG1488: Nicotinate phosphoribosyltransferase|g__Roseobacter.s__Roseobacter_denitrificans	17.039	0
COG1492: catalyzes amidations at positi[...]each amidation (By similarity)	14.775	0
COG1492: catalyzes amidations at positi[...]each amidation (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	14.775	0
COG1508: Sigma factors are initiation f[...] then released (By similarity)	27.017	0
COG1508: Sigma factors are initiation f[...] then released (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	27.017	0
COG1514: 2'-5' rna ligase	104.389	0
COG1514: 2'-5' rna ligase|g__Chromobacterium.s__Chromobacterium_violaceum	19.38	0
COG1514: 2'-5' rna ligase|g__Escherichia.s__Escherichia_coli	23.067	0
COG1514: 2'-5' rna ligase|g__Polaromonas.s__Polaromonas_naphthalenivorans	20.704	0
COG1514: 2'-5' rna ligase|g__Staphylococcus.s__Staphylococcus_epidermidis	41.238	0
COG1518: CRISPR (clustered regularly in[...]RISPR cassette (By similarity)	54.941	0
COG1518: CRISPR (clustered regularly in[...]RISPR cassette (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	54.941	0
COG1521: Catalyzes the phosphorylation [...]A biosynthesis (By similarity)	29.701	0
COG1521: Catalyzes the phosphorylation [...]A biosynthesis (By similarity)|g__Roseobacter.s__Roseobacter_denitrificans	29.701	0
COG1522: transcriptional regulator AsnC family	213.426	0
COG1522: transcriptional regulator AsnC family|g__Escherichia.s__Escherichia_coli	54.748	0
COG1522: transcriptional regulator AsnC family|g__Roseobacter.s__Roseobacter_denitrificans	158.678	0
COG1525: nuclease	80.756	0
COG1525: nuclease|g__Corynebacterium.s__Corynebacterium_glutamicum	46.147	0
COG1525: nuclease|g__Roseobacter.s__Roseobacter_denitrificans	34.609	0
COG1526: Necessary for formate dehydrogenase activity (By similarity)	51.08	0
COG1526: Necessary for formate dehydrogenase activity (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	21.304	0
COG1526: Necessary for formate dehydrogenase activity (By similarity)|g__Escherichia.s__Escherichia_coli	29.776	0
COG1528: Stores iron in a soluble, non-[...]on homeostasis (By similarity)	16.255	0
COG1528: Stores iron in a soluble, non-[...]on homeostasis (By similarity)|unclassified	16.255	0
COG1529: Aldehyde oxidase and xanthine [...]ogenase, molybdopterin binding	103.455	0
COG1529: Aldehyde oxidase and xanthine [...]ogenase, molybdopterin binding|g__Polaromonas.s__Polaromonas_naphthalenivorans	87.044	0
COG1529: Aldehyde oxidase and xanthine [...]ogenase, molybdopterin binding|unclassified	16.411	0
COG1530: ribonuclease	41.674	0
COG1530: ribonuclease|g__Escherichia.s__Escherichia_coli	10.918	0
COG1530: ribonuclease|g__Staphylococcus.s__Staphylococcus_epidermidis	30.756	0
COG1536: FliG is one of three proteins [...]ellar rotation (By similarity)	85.439	0
COG1536: FliG is one of three proteins [...]ellar rotation (By similarity)|g__Escherichia.s__Escherichia_coli	29.959	0
COG1536: FliG is one of three proteins [...]ellar rotation (By similarity)|g__Roseobacter.s__Roseobacter_denitrificans	55.48	0
COG1541: Phenylacetate-CoA ligase	49.129	0
COG1541: Phenylacetate-CoA ligase|g__Chromobacterium.s__Chromobacterium_violaceum	30.006	0
COG1541: Phenylacetate-CoA ligase|unclassified	19.123	0
COG1555: Competence protein	650.096	0
COG1555: Competence protein|g__Escherichia.s__Escherichia_coli	650.096	0
COG1558: flagellar basal-body rod protein flgc	606.323	0
COG1558: flagellar basal-body rod protein flgc|g__Escherichia.s__Escherichia_coli	606.323	0
COG1560: lipid a biosynthesis	72.692	0
COG1560: lipid a biosynthesis|g__Escherichia.s__Escherichia_coli	20.386	0
COG1560: lipid a biosynthesis|g__Polaromonas.s__Polaromonas_naphthalenivorans	20.394	0
COG1560: lipid a biosynthesis|g__Staphylococcus.s__Staphylococcus_epidermidis	31.912	0
COG1570: Bidirectionally degrades singl[...]igonucleotides (By similarity)	47.901	0
COG1570: Bidirectionally degrades singl[...]igonucleotides (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	11.558	0
COG1570: Bidirectionally degrades singl[...]igonucleotides (By similarity)|g__Polaromonas.s__Polaromonas_naphthalenivorans	36.343	0
COG1573: uracil-dna glycosylase	55.357	0
COG1573: uracil-dna glycosylase|g__Polaromonas.s__Polaromonas_naphthalenivorans	16.755	0
COG1573: uracil-dna glycosylase|g__Roseobacter.s__Roseobacter_denitrificans	38.602	0
COG1575: 1,4-dihydroxy-2-naphthoate octaprenyltransferase	16.872	0
COG1575: 1,4-dihydroxy-2-naphthoate octaprenyltransferase|g__Corynebacterium.s__Corynebacterium_glutamicum	16.872	0
COG1576: rRNA processing	70.423	0
COG1576: rRNA processing|g__Chromobacterium.s__Chromobacterium_violaceum	29.217	0
COG1576: rRNA processing|g__Polaromonas.s__Polaromonas_naphthalenivorans	41.206	0
COG1577: mevalonate kinase	18.076	0
COG1577: mevalonate kinase|g__Staphylococcus.s__Staphylococcus_epidermidis	18.076	0
COG1585: Membrane	109.662	0
COG1585: Membrane|g__Escherichia.s__Escherichia_coli	109.662	0
COG1589: Essential cell division protei[...]isome assembly (By similarity)	53.573	0
COG1589: Essential cell division protei[...]isome assembly (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	53.573	0
COG1593: trap dicarboxylate transporter dctm subunit	234.018	0
COG1593: trap dicarboxylate transporter dctm subunit|g__Polaromonas.s__Polaromonas_naphthalenivorans	39.954	0
COG1593: trap dicarboxylate transporter dctm subunit|g__Roseobacter.s__Roseobacter_denitrificans	194.065	0
COG1595: RNA Polymerase	75.957	0
COG1595: RNA Polymerase|g__Polaromonas.s__Polaromonas_naphthalenivorans	58.843	0
COG1595: RNA Polymerase|g__Roseobacter.s__Roseobacter_denitrificans	17.114	0
COG1596: polysaccharide transmembrane transporter activity	60.667	0
COG1596: polysaccharide transmembrane transporter activity|g__Chromobacterium.s__Chromobacterium_violaceum	60.667	0
COG1607: thioesterase Superfamily protein	530.757	0
COG1607: thioesterase Superfamily protein|g__Polaromonas.s__Polaromonas_naphthalenivorans	530.757	0
COG1609: Transcriptional regulator	49.282	0
COG1609: Transcriptional regulator|g__Corynebacterium.s__Corynebacterium_glutamicum	17.943	0
COG1609: Transcriptional regulator|g__Escherichia.s__Escherichia_coli	31.34	0
COG1611: decarboxylase	45.925	0
COG1611: decarboxylase|g__Roseobacter.s__Roseobacter_denitrificans	45.925	0
COG1619: Peptidase U61, LD-carboxypeptidase A	29.074	0
COG1619: Peptidase U61, LD-carboxypeptidase A|g__Escherichia.s__Escherichia_coli	29.074	0
COG1622: Subunits I and II form the fun[...]e a3 and Cu(B) (By similarity)	28.588	0
COG1622: Subunits I and II form the fun[...]e a3 and Cu(B) (By similarity)|g__Staphylococcus.s__Staphylococcus_epidermidis	28.588	0
COG1629: receptor	20.78	0
COG1629: receptor|g__Escherichia.s__Escherichia_coli	20.78	0
COG1637: Cleaves both 3' and 5' ssDNA e[...]DNA structures (By similarity)	27.74	0
COG1637: Cleaves both 3' and 5' ssDNA e[...]DNA structures (By similarity)|g__Corynebacterium.s__Corynebacterium_glutamicum	27.74	0
COG1638: Trap dicarboxylate transporter, dctp subunit	273.916	0
COG1638: Trap dicarboxylate transporter, dctp subunit|g__Corynebacterium.s__Corynebacterium_glutamicum	21.87	0
COG1638: Trap dicarboxylate transporter, dctp subunit|g__Escherichia.s__Escherichia_coli	45.753	0
COG1638: Trap dicarboxylate transporter, dctp subunit|g__Polaromonas.s__Polaromonas_naphthalenivorans	28.051	0
COG1638: Trap dicarboxylate transporter, dctp subunit|g__Roseobacter.s__Roseobacter_denitrificans	178.242	0
COG1639: HDOD domain	21.86	0
COG1639: HDOD domain|g__Chromobacterium.s__Chromobacterium_violaceum	21.86	0
COG1649: carbohydrate metabolic process	13.891	0
COG1649: carbohydrate metabolic process|g__Escherichia.s__Escherichia_coli	13.891	0
COG1651: Thiol disulfide interchange protein	33.52	0
COG1651: Thiol disulfide interchange protein|g__Roseobacter.s__Roseobacter_denitrificans	33.52	0
COG1652: domain protein	18.264	0
COG1652: domain protein|g__Polaromonas.s__Polaromonas_naphthalenivorans	18.264	0
COG1653: transporter activity	32.313	0
COG1653: transporter activity|g__Corynebacterium.s__Corynebacterium_glutamicum	22.293	0
COG1653: transporter activity|g__Roseobacter.s__Roseobacter_denitrificans	10.02	0
COG1660: Displays ATPase and GTPase activities (By similarity)	89.459	0
COG1660: Displays ATPase and GTPase activities (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	89.459	0
COG1662: IS1 Transposase	62.081	0
COG1662: IS1 Transposase|g__Escherichia.s__Escherichia_coli	62.081	0
COG1670: -acetyltransferase	139.404	0
COG1670: -acetyltransferase|g__Corynebacterium.s__Corynebacterium_glutamicum	52.398	0
COG1670: -acetyltransferase|g__Escherichia.s__Escherichia_coli	42.592	0
COG1670: -acetyltransferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	21.68	0
COG1670: -acetyltransferase|g__Roseobacter.s__Roseobacter_denitrificans	22.733	0
COG1671: UPF0178 protein	108.225	0
COG1671: UPF0178 protein|g__Staphylococcus.s__Staphylococcus_epidermidis	108.225	0
COG1678: UPF0301 protein	119.077	0
COG1678: UPF0301 protein|g__Chromobacterium.s__Chromobacterium_violaceum	15.434	0
COG1678: UPF0301 protein|g__Corynebacterium.s__Corynebacterium_glutamicum	31.852	0
COG1678: UPF0301 protein|g__Polaromonas.s__Polaromonas_naphthalenivorans	71.791	0
COG1680: Beta-lactamase	29.475	0
COG1680: Beta-lactamase|g__Corynebacterium.s__Corynebacterium_glutamicum	29.475	0
COG1686: Carboxypeptidase	26.642	0
COG1686: Carboxypeptidase|g__Escherichia.s__Escherichia_coli	15.504	0
COG1686: Carboxypeptidase|g__Roseobacter.s__Roseobacter_denitrificans	11.138	0
COG1690: Catalytic subunit of the tRNA-[...]ard other RNAs (By similarity)	75.546	0
COG1690: Catalytic subunit of the tRNA-[...]ard other RNAs (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	75.546	0
COG1703: lAO AO transport system ATPase	75.365	0
COG1703: lAO AO transport system ATPase|g__Roseobacter.s__Roseobacter_denitrificans	75.365	0
COG1704: LemA family	113.422	0
COG1704: LemA family|g__Chromobacterium.s__Chromobacterium_violaceum	113.422	0
COG1705: flagellar rod assembly protein muramidase flgj	56.235	0
COG1705: flagellar rod assembly protein muramidase flgj|g__Escherichia.s__Escherichia_coli	56.235	0
COG1706: Assembles around the rod to fo[...]uring rotation (By similarity)	14.586	0
COG1706: Assembles around the rod to fo[...]uring rotation (By similarity)|g__Escherichia.s__Escherichia_coli	14.586	0
COG1712: Specifically catalyzes the NAD[...]iminoaspartate (By similarity)	17.145	0
COG1712: Specifically catalyzes the NAD[...]iminoaspartate (By similarity)|g__Roseobacter.s__Roseobacter_denitrificans	17.145	0
COG1714: rdd domain containing protein	126.874	0
COG1714: rdd domain containing protein|g__Chromobacterium.s__Chromobacterium_violaceum	126.874	0
COG1716: fha domain-containing protein	127.685	0
COG1716: fha domain-containing protein|g__Corynebacterium.s__Corynebacterium_glutamicum	127.685	0
COG1725: Transcriptional regulator, GntR family	46.424	0
COG1725: Transcriptional regulator, GntR family|g__Corynebacterium.s__Corynebacterium_glutamicum	46.424	0
COG1729: tol-Pal system protein YbgF	16.534	0
COG1729: tol-Pal system protein YbgF|g__Escherichia.s__Escherichia_coli	16.534	0
COG1733: transcription, DNA-dependent	150.251	0
COG1733: transcription, DNA-dependent|g__Escherichia.s__Escherichia_coli	150.251	0
COG1734: Transcription factor that acts[...]no acid biosynthesis promoters	717.443	0
COG1734: Transcription factor that acts[...]no acid biosynthesis promoters|g__Escherichia.s__Escherichia_coli	39.666	0
COG1734: Transcription factor that acts[...]no acid biosynthesis promoters|g__Polaromonas.s__Polaromonas_naphthalenivorans	41.587	0
COG1734: Transcription factor that acts[...]no acid biosynthesis promoters|g__Roseobacter.s__Roseobacter_denitrificans	636.19	0
COG1737: Transcriptional regulator	23.316	0
COG1737: Transcriptional regulator|g__Roseobacter.s__Roseobacter_denitrificans	23.316	0
COG1739: protein family UPF0029, Impact, N-terminal protein	52.488	0
COG1739: protein family UPF0029, Impact, N-terminal protein|g__Escherichia.s__Escherichia_coli	52.488	0
COG1741: pirin domain protein	248.685	0
COG1741: pirin domain protein|g__Corynebacterium.s__Corynebacterium_glutamicum	153.348	0
COG1741: pirin domain protein|g__Escherichia.s__Escherichia_coli	25.84	0
COG1741: pirin domain protein|g__Staphylococcus.s__Staphylococcus_epidermidis	69.497	0
COG1760: L-serine dehydratase	17.611	0
COG1760: L-serine dehydratase|g__Staphylococcus.s__Staphylococcus_epidermidis	17.611	0
COG1762: PTS System	187.251	0
COG1762: PTS System|g__Escherichia.s__Escherichia_coli	162.998	0
COG1762: PTS System|g__Staphylococcus.s__Staphylococcus_epidermidis	24.253	0
COG1764: Organic hydroperoxide resistance protein	76.892	0
COG1764: Organic hydroperoxide resistance protein|g__Chromobacterium.s__Chromobacterium_violaceum	76.892	0
COG1766: The M ring may be actively inv[...]y transduction (By similarity)	19.573	0
COG1766: The M ring may be actively inv[...]y transduction (By similarity)|g__Escherichia.s__Escherichia_coli	19.573	0
COG1788: Key enzyme for ketone body cat[...] and substrate (By similarity)	51.143	0
COG1788: Key enzyme for ketone body cat[...] and substrate (By similarity)|g__Polaromonas.s__Polaromonas_naphthalenivorans	51.143	0
COG1792: regulation of cell shape	41.192	0
COG1792: regulation of cell shape|g__Escherichia.s__Escherichia_coli	15.679	0
COG1792: regulation of cell shape|g__Roseobacter.s__Roseobacter_denitrificans	25.513	0
COG1797: Responsible for the amidation [...]each amidation (By similarity)	54.092	0
COG1797: Responsible for the amidation [...]each amidation (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	18.247	0
COG1797: Responsible for the amidation [...]each amidation (By similarity)|unclassified	35.845	0
COG1799: Cell division protein that is [...]laps with FtsA (By similarity)	16.2	0
COG1799: Cell division protein that is [...]laps with FtsA (By similarity)|g__Staphylococcus.s__Staphylococcus_epidermidis	16.2	0
COG1802: GntR Family Transcriptional Regulator	163.063	0
COG1802: GntR Family Transcriptional Regulator|g__Corynebacterium.s__Corynebacterium_glutamicum	21.341	0
COG1802: GntR Family Transcriptional Regulator|g__Escherichia.s__Escherichia_coli	38.752	0
COG1802: GntR Family Transcriptional Regulator|g__Polaromonas.s__Polaromonas_naphthalenivorans	84.272	0
COG1802: GntR Family Transcriptional Regulator|g__Roseobacter.s__Roseobacter_denitrificans	18.697	0
COG1804: l-carnitine dehydratase bile acid-inducible protein F	59.683	0
COG1804: l-carnitine dehydratase bile acid-inducible protein F|g__Escherichia.s__Escherichia_coli	33.307	0
COG1804: l-carnitine dehydratase bile acid-inducible protein F|g__Polaromonas.s__Polaromonas_naphthalenivorans	26.376	0
COG1814: integral membrane protein	73.581	0
COG1814: integral membrane protein|g__Corynebacterium.s__Corynebacterium_glutamicum	73.581	0
COG1816: adenosine deaminase	64.692	0
COG1816: adenosine deaminase|g__Polaromonas.s__Polaromonas_naphthalenivorans	64.692	0
COG1820: GlcNAc 6-P deacetylase	35.594	0
COG1820: GlcNAc 6-P deacetylase|g__Escherichia.s__Escherichia_coli	35.594	0
COG1825: This is one of the proteins th[...]l protuberance (By similarity)	34.371	0
COG1825: This is one of the proteins th[...]l protuberance (By similarity)|g__Polaromonas.s__Polaromonas_naphthalenivorans	18.294	0
COG1825: This is one of the proteins th[...]l protuberance (By similarity)|g__Staphylococcus.s__Staphylococcus_epidermidis	16.077	0
COG1826: Part of the twin-arginine tran[...] translocation (By similarity)	242.021	0
COG1826: Part of the twin-arginine tran[...] translocation (By similarity)|g__Polaromonas.s__Polaromonas_naphthalenivorans	242.021	0
COG1828: phosphoribosylformylglycinamidine synthase	1136.81	0
COG1828: phosphoribosylformylglycinamidine synthase|g__Corynebacterium.s__Corynebacterium_glutamicum	1136.81	0
COG1832: CoA-binding domain protein	27.74	0
COG1832: CoA-binding domain protein|g__Roseobacter.s__Roseobacter_denitrificans	27.74	0
COG1838: fumarate	56.772	0
COG1838: fumarate|g__Polaromonas.s__Polaromonas_naphthalenivorans	31.987	0
COG1838: fumarate|unclassified	24.785	0
COG1840: extracellular solute-binding protein, family 1	29.862	0
COG1840: extracellular solute-binding protein, family 1|g__Roseobacter.s__Roseobacter_denitrificans	29.862	0
COG1841: ribosomal large subunit biogenesis	286.171	0
COG1841: ribosomal large subunit biogenesis|g__Staphylococcus.s__Staphylococcus_epidermidis	286.171	0
COG1842: Phage shock protein A	25.975	0
COG1842: Phage shock protein A|g__Escherichia.s__Escherichia_coli	25.975	0
COG1845: Cytochrome C Oxidase, Subunit III	205.806	0
COG1845: Cytochrome C Oxidase, Subunit III|g__Corynebacterium.s__Corynebacterium_glutamicum	65.308	0
COG1845: Cytochrome C Oxidase, Subunit III|g__Escherichia.s__Escherichia_coli	79.077	0
COG1845: Cytochrome C Oxidase, Subunit III|g__Staphylococcus.s__Staphylococcus_epidermidis	30.98	0
COG1845: Cytochrome C Oxidase, Subunit III|unclassified	30.441	0
COG1846: Transcriptional regulator	127.411	0
COG1846: Transcriptional regulator|g__Escherichia.s__Escherichia_coli	103.432	0
COG1846: Transcriptional regulator|g__Polaromonas.s__Polaromonas_naphthalenivorans	23.979	0
COG1853: flavin reductase domain protein, FMN-binding	90.957	0
COG1853: flavin reductase domain protein, FMN-binding|g__Escherichia.s__Escherichia_coli	37.904	0
COG1853: flavin reductase domain protein, FMN-binding|g__Polaromonas.s__Polaromonas_naphthalenivorans	53.053	0
COG1862: preprotein translocase, yajc subunit	1499.1	0
COG1862: preprotein translocase, yajc subunit|g__Escherichia.s__Escherichia_coli	1499.1	0
COG1863: monovalent cation H antiporter subunit E	127.932	0
COG1863: monovalent cation H antiporter subunit E|g__Corynebacterium.s__Corynebacterium_glutamicum	127.932	0
COG1864: DNA RNA NON-specific endonuclease	22.819	0
COG1864: DNA RNA NON-specific endonuclease|g__Polaromonas.s__Polaromonas_naphthalenivorans	22.819	0
COG1866: Phosphoenolpyruvate Carboxylase	14.381	0
COG1866: Phosphoenolpyruvate Carboxylase|unclassified	14.381	0
COG1868: FliM is one of three proteins [...]ellar rotation (By similarity)	37.94	0
COG1868: FliM is one of three proteins [...]ellar rotation (By similarity)|g__Escherichia.s__Escherichia_coli	37.94	0
COG1871: Probably deamidates glutamine [...] in chemotaxis (By similarity)	35.826	0
COG1871: Probably deamidates glutamine [...] in chemotaxis (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	35.826	0
COG1872: UPF0235 protein	121.265	0
COG1872: UPF0235 protein|g__Escherichia.s__Escherichia_coli	121.265	0
COG1878: Cyclase family	15.896	0
COG1878: Cyclase family|g__Polaromonas.s__Polaromonas_naphthalenivorans	15.896	0
COG1879: Periplasmic binding protein LacI transcriptional regulator	108.584	0
COG1879: Periplasmic binding protein LacI transcriptional regulator|g__Chromobacterium.s__Chromobacterium_violaceum	22.15	0
COG1879: Periplasmic binding protein LacI transcriptional regulator|g__Escherichia.s__Escherichia_coli	86.434	0
COG1881: phosphatidylethanolamine-binding protein	22.338	0
COG1881: phosphatidylethanolamine-binding protein|g__Escherichia.s__Escherichia_coli	22.338	0
COG1884: methylmalonyl-coA mutase	10.962	0
COG1884: methylmalonyl-coA mutase|g__Corynebacterium.s__Corynebacterium_glutamicum	10.962	0
COG1893: Catalyzes the NADPH-dependent [...]o pantoic acid (By similarity)	23.32	0
COG1893: Catalyzes the NADPH-dependent [...]o pantoic acid (By similarity)|g__Staphylococcus.s__Staphylococcus_epidermidis	23.32	0
COG1894: Nadh dehydrogenase	25.945	0
COG1894: Nadh dehydrogenase|unclassified	25.945	0
COG1902: NADH flavin oxidoreductase, NADH oxidase	144.02	0
COG1902: NADH flavin oxidoreductase, NADH oxidase|g__Chromobacterium.s__Chromobacterium_violaceum	32.515	0
COG1902: NADH flavin oxidoreductase, NADH oxidase|g__Corynebacterium.s__Corynebacterium_glutamicum	52.934	0
COG1902: NADH flavin oxidoreductase, NADH oxidase|g__Roseobacter.s__Roseobacter_denitrificans	58.571	0
COG1905: Nadh dehydrogenase	183.148	0
COG1905: Nadh dehydrogenase|g__Chromobacterium.s__Chromobacterium_violaceum	18.78	0
COG1905: Nadh dehydrogenase|g__Escherichia.s__Escherichia_coli	164.368	0
COG1917: Cupin 2 Conserved Barrel Domain Protein	196.907	0
COG1917: Cupin 2 Conserved Barrel Domain Protein|g__Chromobacterium.s__Chromobacterium_violaceum	196.907	0
COG1922: Glycosyl transferase, wecb taga cpsf family	35.917	0
COG1922: Glycosyl transferase, wecb taga cpsf family|g__Escherichia.s__Escherichia_coli	35.917	0
COG1925: phosphocarrier protein (HPr)	848.853	0
COG1925: phosphocarrier protein (HPr)|g__Polaromonas.s__Polaromonas_naphthalenivorans	848.853	0
COG1932: Catalyzes the reversible conve[...]droxythreonine (By similarity)	12.652	0
COG1932: Catalyzes the reversible conve[...]droxythreonine (By similarity)|unclassified	12.652	0
COG1940: ROK family	66.915	0
COG1940: ROK family|g__Escherichia.s__Escherichia_coli	48.931	0
COG1940: ROK family|g__Staphylococcus.s__Staphylococcus_epidermidis	17.984	0
COG1943: transposase	43.961	0
COG1943: transposase|g__Chromobacterium.s__Chromobacterium_violaceum	43.961	0
COG1947: Catalyzes the phosphorylation [...]l-D-erythritol (By similarity)	80.946	0
COG1947: Catalyzes the phosphorylation [...]l-D-erythritol (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	17.43	0
COG1947: Catalyzes the phosphorylation [...]l-D-erythritol (By similarity)|g__Polaromonas.s__Polaromonas_naphthalenivorans	25.309	0
COG1947: Catalyzes the phosphorylation [...]l-D-erythritol (By similarity)|unclassified	38.206	0
COG1949: 3'-to-5' exoribonuclease speci[...]ibonucleotides (By similarity)	42.441	0
COG1949: 3'-to-5' exoribonuclease speci[...]ibonucleotides (By similarity)|g__Corynebacterium.s__Corynebacterium_glutamicum	12.9	0
COG1949: 3'-to-5' exoribonuclease speci[...]ibonucleotides (By similarity)|g__Polaromonas.s__Polaromonas_naphthalenivorans	29.54	0
COG1951: fumarate	31.987	0
COG1951: fumarate|g__Polaromonas.s__Polaromonas_naphthalenivorans	31.987	0
COG1954: glycerol-3-phosphate responsive antiterminator	122.573	0
COG1954: glycerol-3-phosphate responsive antiterminator|g__Staphylococcus.s__Staphylococcus_epidermidis	122.573	0
COG1956: gaf domain protein	116.02	0
COG1956: gaf domain protein|g__Chromobacterium.s__Chromobacterium_violaceum	15.837	0
COG1956: gaf domain protein|g__Escherichia.s__Escherichia_coli	74.461	0
COG1956: gaf domain protein|g__Roseobacter.s__Roseobacter_denitrificans	25.723	0
COG1959: Transcriptional regulator, BadM Rrf2 family	64.761	0
COG1959: Transcriptional regulator, BadM Rrf2 family|g__Polaromonas.s__Polaromonas_naphthalenivorans	17.395	0
COG1959: Transcriptional regulator, BadM Rrf2 family|g__Roseobacter.s__Roseobacter_denitrificans	20.504	0
COG1959: Transcriptional regulator, BadM Rrf2 family|g__Staphylococcus.s__Staphylococcus_epidermidis	26.862	0
COG1960: acyl-CoA dehydrogenase	233.889	0
COG1960: acyl-CoA dehydrogenase|g__Corynebacterium.s__Corynebacterium_glutamicum	169.771	0
COG1960: acyl-CoA dehydrogenase|g__Polaromonas.s__Polaromonas_naphthalenivorans	10.186	0
COG1960: acyl-CoA dehydrogenase|g__Roseobacter.s__Roseobacter_denitrificans	36.061	0
COG1960: acyl-CoA dehydrogenase|unclassified	17.871	0
COG1961: Resolvase	202.243	0
COG1961: Resolvase|g__Corynebacterium.s__Corynebacterium_glutamicum	125.732	0
COG1961: Resolvase|g__Polaromonas.s__Polaromonas_naphthalenivorans	76.511	0
COG1965: frataxin-like protein	633.884	0
COG1965: frataxin-like protein|g__Chromobacterium.s__Chromobacterium_violaceum	633.884	0
COG1966: carbon starvation protein	17.916	0
COG1966: carbon starvation protein|g__Chromobacterium.s__Chromobacterium_violaceum	17.916	0
COG1968: Catalyzes the dephosphorylatio[...] to bacitracin (By similarity)	97.086	0
COG1968: Catalyzes the dephosphorylatio[...] to bacitracin (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	53.644	0
COG1968: Catalyzes the dephosphorylatio[...] to bacitracin (By similarity)|g__Corynebacterium.s__Corynebacterium_glutamicum	43.442	0
COG1974: Represses a number of genes in[...]lly DNA repair (By similarity)	81.299	0
COG1974: Represses a number of genes in[...]lly DNA repair (By similarity)|g__Escherichia.s__Escherichia_coli	41.445	0
COG1974: Represses a number of genes in[...]lly DNA repair (By similarity)|g__Roseobacter.s__Roseobacter_denitrificans	15.051	0
COG1974: Represses a number of genes in[...]lly DNA repair (By similarity)|unclassified	24.803	0
COG1975: xanthine dehydrogenase	13.737	0
COG1975: xanthine dehydrogenase|g__Escherichia.s__Escherichia_coli	13.737	0
COG1977: Molybdopterin converting factor (Subunit 1)	43.309	0
COG1977: Molybdopterin converting factor (Subunit 1)|g__Escherichia.s__Escherichia_coli	43.309	0
COG1981: Membrane	55.846	0
COG1981: Membrane|g__Chromobacterium.s__Chromobacterium_violaceum	55.846	0
COG1982: decarboxylase	5.939	0
COG1982: decarboxylase|unclassified	5.939	0
