Gene Family	SRS1007613	tiny-test-data-mt
2.1.1.191: 23S rRNA (cytosine(1962)-C(5))-methyltransferase|g__Escherichia.s__Escherichia_coli	185.448	0
2.1.1.191: 23S rRNA (cytosine(1962)-C(5))-methyltransferase|unclassified	25.296	0
2.1.1.192: 23S rRNA (adenine(2503)-C(2))-methyltransferase	84.047	0
2.1.1.192: 23S rRNA (adenine(2503)-C(2))-methyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	22.791	0
2.1.1.192: 23S rRNA (adenine(2503)-C(2))-methyltransferase|g__Escherichia.s__Escherichia_coli	43.032	0
2.1.1.192: 23S rRNA (adenine(2503)-C(2))-methyltransferase|unclassified	18.224	0
2.1.1.193: 16S rRNA (uracil(1498)-N(3))-methyltransferase	93.798	0
2.1.1.193: 16S rRNA (uracil(1498)-N(3))-methyltransferase|g__Corynebacterium.s__Corynebacterium_glutamicum	93.798	0
2.1.1.197: Malonyl-[acyl-carrier protein] O-methyltransferase	55.291	0
2.1.1.197: Malonyl-[acyl-carrier protein] O-methyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	20.115	0
2.1.1.197: Malonyl-[acyl-carrier protein] O-methyltransferase|g__Escherichia.s__Escherichia_coli	35.176	0
2.1.1.198: 16S rRNA (cytidine(1402)-2'-O)-methyltransferase	10.01	0
2.1.1.198: 16S rRNA (cytidine(1402)-2'-O)-methyltransferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	10.01	0
2.1.1.199: 16S rRNA (cytosine(1402)-N(4))-methyltransferase	56.519	0
2.1.1.199: 16S rRNA (cytosine(1402)-N(4))-methyltransferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	56.519	0
2.1.1.200: tRNA (cytidine(32)/uridine(32)-2'-O)-methyltransferase	15.867	0
2.1.1.200: tRNA (cytidine(32)/uridine(32)-2'-O)-methyltransferase|g__Escherichia.s__Escherichia_coli	15.867	0
2.1.1.201: 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase	21.102	0
2.1.1.201: 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase|g__Escherichia.s__Escherichia_coli	12.94	0
2.1.1.201: 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase|unclassified	8.162	0
2.1.1.207: tRNA (cytidine(34)-2'-O)-methyltransferase	19.649	0
2.1.1.207: tRNA (cytidine(34)-2'-O)-methyltransferase|g__Staphylococcus.s__Staphylococcus_epidermidis	19.649	0
2.1.1.220: tRNA (adenine(58)-N(1))-methyltransferase	19.062	0
2.1.1.220: tRNA (adenine(58)-N(1))-methyltransferase|g__Corynebacterium.s__Corynebacterium_glutamicum	19.062	0
2.1.1.222: 2-polyprenyl-6-hydroxyphenol methylase	71.58	0
2.1.1.222: 2-polyprenyl-6-hydroxyphenol methylase|g__Chromobacterium.s__Chromobacterium_violaceum	20.666	0
2.1.1.222: 2-polyprenyl-6-hydroxyphenol methylase|g__Polaromonas.s__Polaromonas_naphthalenivorans	20.615	0
2.1.1.222: 2-polyprenyl-6-hydroxyphenol methylase|g__Roseobacter.s__Roseobacter_denitrificans	19.519	0
2.1.1.222: 2-polyprenyl-6-hydroxyphenol methylase|unclassified	10.78	0
2.1.1.223: tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase	29.375	0
2.1.1.223: tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase|unclassified	29.375	0
2.1.1.228: tRNA (guanine(37)-N(1))-methyltransferase	130.754	0
2.1.1.228: tRNA (guanine(37)-N(1))-methyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	25.675	0
2.1.1.228: tRNA (guanine(37)-N(1))-methyltransferase|g__Corynebacterium.s__Corynebacterium_glutamicum	15.198	0
2.1.1.228: tRNA (guanine(37)-N(1))-methyltransferase|g__Escherichia.s__Escherichia_coli	66.317	0
2.1.1.228: tRNA (guanine(37)-N(1))-methyltransferase|unclassified	23.563	0
2.1.1.242: 16S rRNA (guanine(1516)-N(2))-methyltransferase	6.835	0
2.1.1.242: 16S rRNA (guanine(1516)-N(2))-methyltransferase|unclassified	6.835	0
2.1.1.264: 23S rRNA (guanine(2069)-N(7))-methyltransferase	30.161	0
2.1.1.264: 23S rRNA (guanine(2069)-N(7))-methyltransferase|unclassified	30.161	0
2.1.1.266: 23S rRNA (adenine(2030)-N(6))-methyltransferase	56.397	0
2.1.1.266: 23S rRNA (adenine(2030)-N(6))-methyltransferase|g__Escherichia.s__Escherichia_coli	19.616	0
2.1.1.266: 23S rRNA (adenine(2030)-N(6))-methyltransferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	36.781	0
2.1.1.297: Peptide chain release factor N(5)-glutamine methyltransferase	29.296	0
2.1.1.297: Peptide chain release factor N(5)-glutamine methyltransferase|unclassified	29.296	0
2.1.1.33: tRNA (guanine(46)-N(7))-methyltransferase	179.279	0
2.1.1.33: tRNA (guanine(46)-N(7))-methyltransferase|g__Escherichia.s__Escherichia_coli	84.772	0
2.1.1.33: tRNA (guanine(46)-N(7))-methyltransferase|g__Roseobacter.s__Roseobacter_denitrificans	47.348	0
2.1.1.33: tRNA (guanine(46)-N(7))-methyltransferase|unclassified	47.158	0
2.1.1.34: tRNA (guanosine(18)-2'-O)-methyltransferase	33.721	0
2.1.1.34: tRNA (guanosine(18)-2'-O)-methyltransferase|unclassified	33.721	0
2.1.1.35: tRNA (uracil(54)-C(5))-methyltransferase	12.786	0
2.1.1.35: tRNA (uracil(54)-C(5))-methyltransferase|g__Escherichia.s__Escherichia_coli	12.786	0
2.1.1.37: DNA (cytosine-5-)-methyltransferase	88.683	0
2.1.1.37: DNA (cytosine-5-)-methyltransferase|g__Escherichia.s__Escherichia_coli	22.028	0
2.1.1.37: DNA (cytosine-5-)-methyltransferase|g__Roseobacter.s__Roseobacter_denitrificans	11.463	0
2.1.1.37: DNA (cytosine-5-)-methyltransferase|unclassified	55.191	0
2.1.1.45: Thymidylate synthase	54.193	0
2.1.1.45: Thymidylate synthase|unclassified	54.193	0
2.1.1.61: tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	17.714	0
2.1.1.61: tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase|unclassified	17.714	0
2.1.1.63: Methylated-DNA--[protein]-cysteine S-methyltransferase	102.806	0
2.1.1.63: Methylated-DNA--[protein]-cysteine S-methyltransferase|g__Escherichia.s__Escherichia_coli	83.337	0
2.1.1.63: Methylated-DNA--[protein]-cysteine S-methyltransferase|unclassified	19.469	0
2.1.1.64: 3-demethylubiquinol 3-O-methyltransferase	76.874	0
2.1.1.64: 3-demethylubiquinol 3-O-methyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	20.666	0
2.1.1.64: 3-demethylubiquinol 3-O-methyltransferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	20.615	0
2.1.1.64: 3-demethylubiquinol 3-O-methyltransferase|g__Roseobacter.s__Roseobacter_denitrificans	19.519	0
2.1.1.64: 3-demethylubiquinol 3-O-methyltransferase|unclassified	16.074	0
2.1.1.72: Site-specific DNA-methyltransferase (adenine-specific)	5.227	0
2.1.1.72: Site-specific DNA-methyltransferase (adenine-specific)|unclassified	5.227	0
2.1.1.77: Protein-L-isoaspartate(D-aspartate) O-methyltransferase	188.154	0
2.1.1.77: Protein-L-isoaspartate(D-aspartate) O-methyltransferase|g__Escherichia.s__Escherichia_coli	147.901	0
2.1.1.77: Protein-L-isoaspartate(D-aspartate) O-methyltransferase|unclassified	40.253	0
2.1.1.79: Cyclopropane-fatty-acyl-phospholipid synthase	58.675	0
2.1.1.79: Cyclopropane-fatty-acyl-phospholipid synthase|g__Chromobacterium.s__Chromobacterium_violaceum	15.739	0
2.1.1.79: Cyclopropane-fatty-acyl-phospholipid synthase|unclassified	42.936	0
2.1.1.80: Protein-glutamate O-methyltransferase	88.794	0
2.1.1.80: Protein-glutamate O-methyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	54.631	0
2.1.1.80: Protein-glutamate O-methyltransferase|g__Roseobacter.s__Roseobacter_denitrificans	18.102	0
2.1.1.80: Protein-glutamate O-methyltransferase|unclassified	16.061	0
2.1.2.10: Aminomethyltransferase	28.143	0
2.1.2.10: Aminomethyltransferase|g__Escherichia.s__Escherichia_coli	28.143	0
2.1.2.13: UDP-4-amino-4-deoxy-L-arabinose formyltransferase	28.802	0
2.1.2.13: UDP-4-amino-4-deoxy-L-arabinose formyltransferase|unclassified	28.802	0
2.1.2.1: Glycine hydroxymethyltransferase	39.847	0
2.1.2.1: Glycine hydroxymethyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	13.916	0
2.1.2.1: Glycine hydroxymethyltransferase|unclassified	25.931	0
2.1.2.2: Phosphoribosylglycinamide formyltransferase	133.25	0
2.1.2.2: Phosphoribosylglycinamide formyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	21.328	0
2.1.2.2: Phosphoribosylglycinamide formyltransferase|g__Escherichia.s__Escherichia_coli	95.613	0
2.1.2.2: Phosphoribosylglycinamide formyltransferase|g__Staphylococcus.s__Staphylococcus_epidermidis	8.404	0
2.1.2.2: Phosphoribosylglycinamide formyltransferase|unclassified	7.904	0
2.1.2.3: Phosphoribosylaminoimidazolecarboxamide formyltransferase	86.011	0
2.1.2.3: Phosphoribosylaminoimidazolecarboxamide formyltransferase|g__Escherichia.s__Escherichia_coli	39.666	0
2.1.2.3: Phosphoribosylaminoimidazolecarboxamide formyltransferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	30.211	0
2.1.2.3: Phosphoribosylaminoimidazolecarboxamide formyltransferase|unclassified	16.134	0
2.1.2.9: Methionyl-tRNA formyltransferase	48.222	0
2.1.2.9: Methionyl-tRNA formyltransferase|g__Corynebacterium.s__Corynebacterium_glutamicum	28.202	0
2.1.2.9: Methionyl-tRNA formyltransferase|g__Escherichia.s__Escherichia_coli	20.02	0
2.1.3.15: NO_NAME	35.561	0
2.1.3.15: NO_NAME|g__Escherichia.s__Escherichia_coli	25.73	0
2.1.3.15: NO_NAME|unclassified	9.83	0
2.1.3.1: Methylmalonyl-CoA carboxytransferase	29.249	0
2.1.3.1: Methylmalonyl-CoA carboxytransferase|g__Chromobacterium.s__Chromobacterium_violaceum	10.104	0
2.1.3.1: Methylmalonyl-CoA carboxytransferase|unclassified	19.145	0
2.1.3.2: Aspartate carbamoyltransferase	52.042	0
2.1.3.2: Aspartate carbamoyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	52.042	0
2.1.3.3: Ornithine carbamoyltransferase	53.374	0
2.1.3.3: Ornithine carbamoyltransferase|g__Corynebacterium.s__Corynebacterium_glutamicum	29.737	0
2.1.3.3: Ornithine carbamoyltransferase|g__Escherichia.s__Escherichia_coli	12.488	0
2.1.3.3: Ornithine carbamoyltransferase|g__Staphylococcus.s__Staphylococcus_epidermidis	11.15	0
2.10.1.1: Molybdopterin molybdotransferase	193.227	0
2.10.1.1: Molybdopterin molybdotransferase|g__Escherichia.s__Escherichia_coli	139.334	0
2.10.1.1: Molybdopterin molybdotransferase|unclassified	53.893	0
2.2.1.1: Transketolase	176.59	0
2.2.1.1: Transketolase|g__Escherichia.s__Escherichia_coli	59.493	0
2.2.1.1: Transketolase|unclassified	117.097	0
2.2.1.2: Transaldolase	267.313	0
2.2.1.2: Transaldolase|g__Chromobacterium.s__Chromobacterium_violaceum	47.538	0
2.2.1.2: Transaldolase|g__Polaromonas.s__Polaromonas_naphthalenivorans	35.485	0
2.2.1.2: Transaldolase|g__Roseobacter.s__Roseobacter_denitrificans	63.045	0
2.2.1.2: Transaldolase|unclassified	121.245	0
2.2.1.6: Acetolactate synthase	1324.249	0
2.2.1.6: Acetolactate synthase|g__Chromobacterium.s__Chromobacterium_violaceum	29.948	0
2.2.1.6: Acetolactate synthase|g__Corynebacterium.s__Corynebacterium_glutamicum	18.615	0
2.2.1.6: Acetolactate synthase|g__Escherichia.s__Escherichia_coli	1134.707	0
2.2.1.6: Acetolactate synthase|unclassified	140.979	0
2.2.1.7: 1-deoxy-D-xylulose-5-phosphate synthase	157.304	0
2.2.1.7: 1-deoxy-D-xylulose-5-phosphate synthase|g__Corynebacterium.s__Corynebacterium_glutamicum	46.409	0
2.2.1.7: 1-deoxy-D-xylulose-5-phosphate synthase|unclassified	110.895	0
2.2.1.9: synthase	35.021	0
2.2.1.9: synthase|unclassified	35.021	0
2.3.1.117: 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	85.757	0
2.3.1.117: 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase|g__Corynebacterium.s__Corynebacterium_glutamicum	26.701	0
2.3.1.117: 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase|g__Escherichia.s__Escherichia_coli	26.199	0
2.3.1.117: 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase|unclassified	32.857	0
2.3.1.118: N-hydroxyarylamine O-acetyltransferase	38.938	0
2.3.1.118: N-hydroxyarylamine O-acetyltransferase|g__Staphylococcus.s__Staphylococcus_epidermidis	38.938	0
2.3.1.128: Ribosomal-protein-alanine N-acetyltransferase	38.286	0
2.3.1.128: Ribosomal-protein-alanine N-acetyltransferase|g__Roseobacter.s__Roseobacter_denitrificans	38.286	0
2.3.1.129: Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	103.944	0
2.3.1.129: Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	63.327	0
2.3.1.129: Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase|g__Escherichia.s__Escherichia_coli	40.618	0
2.3.1.12: Dihydrolipoyllysine-residue acetyltransferase	23.806	0
2.3.1.12: Dihydrolipoyllysine-residue acetyltransferase|unclassified	23.806	0
2.3.1.157: Glucosamine-1-phosphate N-acetyltransferase	14.16	0
2.3.1.157: Glucosamine-1-phosphate N-acetyltransferase|unclassified	14.16	0
2.3.1.15: Glycerol-3-phosphate 1-O-acyltransferase	1004.002	0
2.3.1.15: Glycerol-3-phosphate 1-O-acyltransferase|g__Escherichia.s__Escherichia_coli	918.058	0
2.3.1.15: Glycerol-3-phosphate 1-O-acyltransferase|g__Roseobacter.s__Roseobacter_denitrificans	35.681	0
2.3.1.15: Glycerol-3-phosphate 1-O-acyltransferase|unclassified	50.263	0
2.3.1.16: Acetyl-CoA C-acyltransferase	95.301	0
2.3.1.16: Acetyl-CoA C-acyltransferase|g__Escherichia.s__Escherichia_coli	14.02	0
2.3.1.16: Acetyl-CoA C-acyltransferase|unclassified	81.281	0
2.3.1.179: Beta-ketoacyl-[acyl-carrier-protein] synthase II	31.967	0
2.3.1.179: Beta-ketoacyl-[acyl-carrier-protein] synthase II|g__Staphylococcus.s__Staphylococcus_epidermidis	13.673	0
2.3.1.179: Beta-ketoacyl-[acyl-carrier-protein] synthase II|unclassified	18.294	0
2.3.1.180: Beta-ketoacyl-[acyl-carrier-protein] synthase III	250.713	0
2.3.1.180: Beta-ketoacyl-[acyl-carrier-protein] synthase III|g__Chromobacterium.s__Chromobacterium_violaceum	31.298	0
2.3.1.180: Beta-ketoacyl-[acyl-carrier-protein] synthase III|g__Escherichia.s__Escherichia_coli	42.022	0
2.3.1.180: Beta-ketoacyl-[acyl-carrier-protein] synthase III|g__Polaromonas.s__Polaromonas_naphthalenivorans	53.553	0
2.3.1.180: Beta-ketoacyl-[acyl-carrier-protein] synthase III|g__Staphylococcus.s__Staphylococcus_epidermidis	36.243	0
2.3.1.180: Beta-ketoacyl-[acyl-carrier-protein] synthase III|unclassified	87.596	0
2.3.1.181: Lipoyl(octanoyl) transferase	172.679	0
2.3.1.181: Lipoyl(octanoyl) transferase|g__Corynebacterium.s__Corynebacterium_glutamicum	29.047	0
2.3.1.181: Lipoyl(octanoyl) transferase|g__Escherichia.s__Escherichia_coli	41.466	0
2.3.1.181: Lipoyl(octanoyl) transferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	17.684	0
2.3.1.181: Lipoyl(octanoyl) transferase|unclassified	84.481	0
2.3.1.184: Acyl-homoserine-lactone synthase	32.347	0
2.3.1.184: Acyl-homoserine-lactone synthase|g__Chromobacterium.s__Chromobacterium_violaceum	32.347	0
2.3.1.18: Galactoside O-acetyltransferase	118.227	0
2.3.1.18: Galactoside O-acetyltransferase|g__Escherichia.s__Escherichia_coli	118.227	0
2.3.1.190: Acetoin dehydrogenase	16.235	0
2.3.1.190: Acetoin dehydrogenase|g__Escherichia.s__Escherichia_coli	16.235	0
2.3.1.191: UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	35.946	0
2.3.1.191: UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase|g__Escherichia.s__Escherichia_coli	35.946	0
2.3.1.193: tRNA(Met) cytidine acetyltransferase	145.255	0
2.3.1.193: tRNA(Met) cytidine acetyltransferase|g__Escherichia.s__Escherichia_coli	68.665	0
2.3.1.193: tRNA(Met) cytidine acetyltransferase|unclassified	76.59	0
2.3.1.1: Amino-acid N-acetyltransferase	35.783	0
2.3.1.1: Amino-acid N-acetyltransferase|g__Corynebacterium.s__Corynebacterium_glutamicum	14.736	0
2.3.1.1: Amino-acid N-acetyltransferase|unclassified	21.047	0
2.3.1.222: Phosphate propanoyltransferase	18.788	0
2.3.1.222: Phosphate propanoyltransferase|g__Escherichia.s__Escherichia_coli	18.788	0
2.3.1.234: N(6)-L-threonylcarbamoyladenine synthase	102.613	0
2.3.1.234: N(6)-L-threonylcarbamoyladenine synthase|g__Corynebacterium.s__Corynebacterium_glutamicum	85.29	0
2.3.1.234: N(6)-L-threonylcarbamoyladenine synthase|unclassified	17.323	0
2.3.1.242: Kdo(2)-lipid IV(A) palmitoleoyltransferase	52.298	0
2.3.1.242: Kdo(2)-lipid IV(A) palmitoleoyltransferase|g__Escherichia.s__Escherichia_coli	20.386	0
2.3.1.242: Kdo(2)-lipid IV(A) palmitoleoyltransferase|g__Staphylococcus.s__Staphylococcus_epidermidis	31.912	0
2.3.1.251: NO_NAME	99.303	0
2.3.1.251: NO_NAME|g__Escherichia.s__Escherichia_coli	99.303	0
2.3.1.267: NO_NAME	94.497	0
2.3.1.267: NO_NAME|g__Escherichia.s__Escherichia_coli	94.497	0
2.3.1.274: NO_NAME	47.656	0
2.3.1.274: NO_NAME|g__Escherichia.s__Escherichia_coli	30.747	0
2.3.1.274: NO_NAME|unclassified	16.91	0
2.3.1.30: Serine O-acetyltransferase	28.485	0
2.3.1.30: Serine O-acetyltransferase|unclassified	28.485	0
2.3.1.35: Glutamate N-acetyltransferase	14.736	0
2.3.1.35: Glutamate N-acetyltransferase|g__Corynebacterium.s__Corynebacterium_glutamicum	14.736	0
2.3.1.39: [Acyl-carrier-protein] S-malonyltransferase	263.085	0
2.3.1.39: [Acyl-carrier-protein] S-malonyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	34.43	0
2.3.1.39: [Acyl-carrier-protein] S-malonyltransferase|g__Escherichia.s__Escherichia_coli	161.536	0
2.3.1.39: [Acyl-carrier-protein] S-malonyltransferase|unclassified	67.118	0
2.3.1.40: Acyl-[acyl-carrier-protein]--phospholipid O-acyltransferase	57.307	0
2.3.1.40: Acyl-[acyl-carrier-protein]--phospholipid O-acyltransferase|unclassified	57.307	0
2.3.1.41: Beta-ketoacyl-[acyl-carrier-protein] synthase I	695.758	0
2.3.1.41: Beta-ketoacyl-[acyl-carrier-protein] synthase I|g__Escherichia.s__Escherichia_coli	547.551	0
2.3.1.41: Beta-ketoacyl-[acyl-carrier-protein] synthase I|g__Roseobacter.s__Roseobacter_denitrificans	9.954	0
2.3.1.41: Beta-ketoacyl-[acyl-carrier-protein] synthase I|unclassified	138.253	0
2.3.1.46: Homoserine O-succinyltransferase	51.136	0
2.3.1.46: Homoserine O-succinyltransferase|g__Escherichia.s__Escherichia_coli	51.136	0
2.3.1.47: 8-amino-7-oxononanoate synthase	100.271	0
2.3.1.47: 8-amino-7-oxononanoate synthase|g__Escherichia.s__Escherichia_coli	31.776	0
2.3.1.47: 8-amino-7-oxononanoate synthase|g__Staphylococcus.s__Staphylococcus_epidermidis	44.216	0
2.3.1.47: 8-amino-7-oxononanoate synthase|unclassified	24.279	0
2.3.1.51: 1-acylglycerol-3-phosphate O-acyltransferase	53.941	0
2.3.1.51: 1-acylglycerol-3-phosphate O-acyltransferase|g__Escherichia.s__Escherichia_coli	53.941	0
2.3.1.54: Formate C-acetyltransferase	173.394	0
2.3.1.54: Formate C-acetyltransferase|g__Escherichia.s__Escherichia_coli	2.129	0
2.3.1.54: Formate C-acetyltransferase|g__Staphylococcus.s__Staphylococcus_epidermidis	34.506	0
2.3.1.54: Formate C-acetyltransferase|unclassified	136.76	0
2.3.1.61: Dihydrolipoyllysine-residue succinyltransferase	274.618	0
2.3.1.61: Dihydrolipoyllysine-residue succinyltransferase|g__Escherichia.s__Escherichia_coli	240.305	0
2.3.1.61: Dihydrolipoyllysine-residue succinyltransferase|unclassified	34.313	0
2.3.1.79: Maltose O-acetyltransferase	70.535	0
2.3.1.79: Maltose O-acetyltransferase|g__Escherichia.s__Escherichia_coli	70.535	0
2.3.1.8: Phosphate acetyltransferase	128.398	0
2.3.1.8: Phosphate acetyltransferase|g__Escherichia.s__Escherichia_coli	25.98	0
2.3.1.8: Phosphate acetyltransferase|unclassified	102.417	0
2.3.1.9: Acetyl-CoA C-acetyltransferase	101.329	0
2.3.1.9: Acetyl-CoA C-acetyltransferase|g__Escherichia.s__Escherichia_coli	101.329	0
2.3.1.n2: Phosphate acyltransferase	94.381	0
2.3.1.n2: Phosphate acyltransferase|g__Escherichia.s__Escherichia_coli	74.023	0
2.3.1.n2: Phosphate acyltransferase|unclassified	20.358	0
2.3.1.n3: Glycerol-3-phosphate acyltransferase (acyl-phosphate transferring)	28.023	0
2.3.1.n3: Glycerol-3-phosphate acyltransferase (acyl-phosphate transferring)|g__Polaromonas.s__Polaromonas_naphthalenivorans	28.023	0
2.3.2.29: NO_NAME	31.871	0
2.3.2.29: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	21.392	0
2.3.2.29: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	10.48	0
2.3.2.2: Gamma-glutamyltransferase	41.425	0
2.3.2.2: Gamma-glutamyltransferase|g__Escherichia.s__Escherichia_coli	22.456	0
2.3.2.2: Gamma-glutamyltransferase|unclassified	18.969	0
2.3.2.6: Leucyltransferase	111.074	0
2.3.2.6: Leucyltransferase|g__Escherichia.s__Escherichia_coli	26.731	0
2.3.2.6: Leucyltransferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	84.343	0
2.3.3.13: 2-isopropylmalate synthase	186.879	0
2.3.3.13: 2-isopropylmalate synthase|g__Escherichia.s__Escherichia_coli	49.625	0
2.3.3.13: 2-isopropylmalate synthase|unclassified	137.254	0
2.3.3.16: Citrate synthase (unknown stereospecificity)	27.104	0
2.3.3.16: Citrate synthase (unknown stereospecificity)|g__Corynebacterium.s__Corynebacterium_glutamicum	10.527	0
2.3.3.16: Citrate synthase (unknown stereospecificity)|g__Escherichia.s__Escherichia_coli	16.577	0
2.3.3.1: Citrate (Si)-synthase	34.233	0
2.3.3.1: Citrate (Si)-synthase|unclassified	34.233	0
2.3.3.5: 2-methylcitrate synthase	65.396	0
2.3.3.5: 2-methylcitrate synthase|g__Corynebacterium.s__Corynebacterium_glutamicum	10.527	0
2.3.3.5: 2-methylcitrate synthase|g__Escherichia.s__Escherichia_coli	37.247	0
2.3.3.5: 2-methylcitrate synthase|unclassified	17.622	0
2.3.3.9: Malate synthase	214.398	0
2.3.3.9: Malate synthase|g__Escherichia.s__Escherichia_coli	192.921	0
2.3.3.9: Malate synthase|unclassified	21.477	0
2.4.1.129: Peptidoglycan glycosyltransferase	473.662	0
2.4.1.129: Peptidoglycan glycosyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	40.603	0
2.4.1.129: Peptidoglycan glycosyltransferase|g__Escherichia.s__Escherichia_coli	123.047	0
2.4.1.129: Peptidoglycan glycosyltransferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	20.211	0
2.4.1.129: Peptidoglycan glycosyltransferase|unclassified	289.801	0
2.4.1.12: Cellulose synthase (UDP-forming)	59.683	0
2.4.1.12: Cellulose synthase (UDP-forming)|g__Escherichia.s__Escherichia_coli	11.822	0
2.4.1.12: Cellulose synthase (UDP-forming)|unclassified	47.861	0
2.4.1.15: Alpha,alpha-trehalose-phosphate synthase (UDP-forming)	68.509	0
2.4.1.15: Alpha,alpha-trehalose-phosphate synthase (UDP-forming)|g__Escherichia.s__Escherichia_coli	68.509	0
2.4.1.180: Lipopolysaccharide N-acetylmannosaminouronosyltransferase	35.917	0
2.4.1.180: Lipopolysaccharide N-acetylmannosaminouronosyltransferase|g__Escherichia.s__Escherichia_coli	35.917	0
2.4.1.18: 1,4-alpha-glucan branching enzyme	64.233	0
2.4.1.18: 1,4-alpha-glucan branching enzyme|g__Corynebacterium.s__Corynebacterium_glutamicum	40.816	0
2.4.1.18: 1,4-alpha-glucan branching enzyme|g__Roseobacter.s__Roseobacter_denitrificans	9.363	0
2.4.1.18: 1,4-alpha-glucan branching enzyme|unclassified	14.054	0
2.4.1.1: Glycogen phosphorylase	108.279	0
2.4.1.1: Glycogen phosphorylase|g__Polaromonas.s__Polaromonas_naphthalenivorans	30.012	0
2.4.1.1: Glycogen phosphorylase|unclassified	78.267	0
2.4.1.227: acetylglucosaminyltransferase	89.994	0
2.4.1.227: acetylglucosaminyltransferase|g__Escherichia.s__Escherichia_coli	33.523	0
2.4.1.227: acetylglucosaminyltransferase|g__Staphylococcus.s__Staphylococcus_epidermidis	56.471	0
2.4.1.230: Kojibiose phosphorylase	20.888	0
2.4.1.230: Kojibiose phosphorylase|g__Escherichia.s__Escherichia_coli	20.888	0
2.4.1.25: 4-alpha-glucanotransferase	32.148	0
2.4.1.25: 4-alpha-glucanotransferase|unclassified	32.148	0
2.4.1.346: NO_NAME	23.054	0
2.4.1.346: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	23.054	0
2.4.1.58: Lipopolysaccharide glucosyltransferase I	69.136	0
2.4.1.58: Lipopolysaccharide glucosyltransferase I|unclassified	69.136	0
2.4.1.7: Sucrose phosphorylase	15.486	0
2.4.1.7: Sucrose phosphorylase|unclassified	15.486	0
2.4.2.10: Orotate phosphoribosyltransferase	67.477	0
2.4.2.10: Orotate phosphoribosyltransferase|g__Escherichia.s__Escherichia_coli	59.439	0
2.4.2.10: Orotate phosphoribosyltransferase|unclassified	8.038	0
2.4.2.14: Amidophosphoribosyltransferase	140.977	0
2.4.2.14: Amidophosphoribosyltransferase|g__Corynebacterium.s__Corynebacterium_glutamicum	14.111	0
2.4.2.14: Amidophosphoribosyltransferase|g__Escherichia.s__Escherichia_coli	93.666	0
2.4.2.14: Amidophosphoribosyltransferase|g__Roseobacter.s__Roseobacter_denitrificans	24.188	0
2.4.2.14: Amidophosphoribosyltransferase|unclassified	9.012	0
2.4.2.15: Guanosine phosphorylase	884.449	0
2.4.2.15: Guanosine phosphorylase|g__Escherichia.s__Escherichia_coli	884.449	0
2.4.2.17: ATP phosphoribosyltransferase	74.012	0
2.4.2.17: ATP phosphoribosyltransferase|g__Staphylococcus.s__Staphylococcus_epidermidis	29.643	0
2.4.2.17: ATP phosphoribosyltransferase|unclassified	44.369	0
2.4.2.18: Anthranilate phosphoribosyltransferase	62.411	0
2.4.2.18: Anthranilate phosphoribosyltransferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	62.411	0
2.4.2.1: Purine-nucleoside phosphorylase	162.864	0
